"Kitchen" "Laundry" "AirSystem" "DayUsage" "NightUsage" "Calls" "Age" "Payment" "Region1" "Region2" "Region3" "X15oMenos" "X16_30" "X31_Mas" "kmm$cluster"
1.462774842 -0.816596413 1.871214702 0.671431175 -0.398710695 0.848645559 0.073242228 0 0 1 0 0 0 1 2
1.372973452 -0.196519948 1.197550463 0.930083004 -0.58165586 0.848645559 -0.130491369 0 0 1 0 0 0 1 2
0.923966502 -0.550849356 0.74844097 0.548594734 -0.545066827 0.848645559 0.073242228 0 0 1 0 0 0 1 2
1.283172062 -0.152228772 0.972995716 0.837839789 -0.545066827 0.848645559 0.276975826 0 0 0 1 0 0 1 2
2.091384572 -0.683722885 1.646659955 0.985011752 -0.58165586 0.848645559 0.073242228 0 0 1 0 0 0 1 2
1.462774842 -0.373684652 0.74844097 0.477905838 -0.288943595 -0.260695041 0.88817662 0 1 0 0 0 0 1 2
0.385158162 -0.462267004 1.197550463 0.516610905 -0.471888761 -0.260695041 -0.334224967 0 0 0 1 0 1 0 5
3.169001252 -0.905178765 0.74844097 0.630640206 -0.325532628 0.848645559 0.073242228 0 1 0 0 0 0 1 2
0.654562332 -0.772305237 1.272402045 0.296895911 -0.288943595 -0.260695041 0.990043419 0 1 0 0 0 0 1 2
2.899597082 -0.949469941 0.898144134 0.708513875 -0.435299728 0.848645559 0.786309821 0 0 0 1 0 0 1 2
2.181185962 -0.993761117 -0.149778016 0.372220145 -0.508477794 0.848645559 0.378842625 0 1 0 0 0 0 1 2
0.474959552 -0.2851023 0.823292552 0.550680635 -0.508477794 0.848645559 0.88817662 0 1 0 0 0 0 1 2
0.564760942 -0.50655818 0.898144134 0.530516918 -0.545066827 -0.260695041 0.684443022 0 1 0 0 0 0 1 2
0.654562332 -0.50655818 1.79636312 0.729141126 -0.508477794 -0.260695041 0.276975826 0 0 0 1 0 0 1 2
1.732179012 -0.550849356 0.149628313 0.36364477 -0.325532628 0.848645559 1.193777017 0 0 0 1 0 0 1 2
2.360788742 -0.728014061 0.598737806 0.585677433 -0.398710695 -0.260695041 0.175109027 0 1 0 0 0 0 1 2
2.989398472 -0.816596413 -0.524035927 0.58220093 -0.58165586 0.848645559 0.276975826 0 0 0 1 0 0 1 2
0.295356772 -0.949469941 0.898144134 0.23478239 -0.471888761 -0.260695041 1.091910218 0 1 0 0 0 0 1 2
2.360788742 -0.683722885 0.449034641 0.532834586 -0.362121661 0.848645559 0.175109027 0 0 0 1 0 0 1 2
0.744363722 -0.772305237 0.224479895 0.20442093 -0.435299728 0.848645559 0.582576223 0 0 1 0 0 0 1 2
1.372973452 -0.50655818 0.074776731 0.527272181 -0.58165586 0.848645559 -0.130491369 0 1 0 0 0 0 1 2
0.385158162 -0.595140532 -0.224629598 0.187038415 -0.545066827 -0.260695041 0.480709424 0 0 1 0 0 0 1 2
2.450590132 -0.728014061 1.197550463 0.778043936 -0.435299728 -0.260695041 0.582576223 0 0 1 0 0 0 1 2
0.205555382 -0.417975828 0.149628313 0.344176353 -0.58165586 0.848645559 1.091910218 0 0 0 1 0 0 1 2
0.474959552 -0.373684652 1.047847298 0.499923691 -0.435299728 -0.260695041 0.378842625 0 0 0 1 0 0 1 2
1.013767892 -0.462267004 1.946066284 0.740034169 -0.398710695 0.848645559 -0.334224967 0 1 0 0 0 1 0 5
2.181185962 -0.329393476 1.047847298 0.652889826 -0.252354562 0.848645559 0.684443022 0 1 0 0 0 0 1 2
0.474959552 -0.816596413 1.197550463 0.328416206 -0.398710695 -0.260695041 -0.232358168 0 0 1 0 0 0 1 2
0.654562332 -0.329393476 0.224479895 0.425758292 -0.508477794 0.848645559 0.175109027 0 0 1 0 0 0 1 2
1.193370672 -0.550849356 0.149628313 0.425758292 -0.508477794 0.848645559 1.397510615 0 0 1 0 0 0 1 2
-0.063848788 -0.949469941 0.149628313 0.042415887 -0.545066827 0.848645559 0.990043419 0 0 0 1 0 0 1 2
0.923966502 -0.595140532 1.047847298 0.362717703 -0.288943595 -0.260695041 1.193777017 0 0 0 1 0 0 1 2
-0.153650178 -0.550849356 1.12269888 0.390066194 -0.508477794 0.848645559 1.193777017 0 0 0 1 0 0 1 2
0.025952602 -0.728014061 0.972995716 0.132341433 -0.288943595 0.848645559 1.499377413 0 1 0 0 0 0 1 2
0.115753992 -0.860887589 0.299331477 -0.048668494 -0.288943595 0.848645559 0.786309821 0 0 1 0 0 0 1 2
0.474959552 -0.772305237 0.299331477 0.139757973 -0.398710695 -0.260695041 1.091910218 0 0 0 1 0 0 1 2
1.103569282 -0.639431709 -7.49e-05 0.211373936 -0.362121661 0.848645559 0.276975826 0 0 1 0 0 0 1 2
0.385158162 -0.50655818 0.523886223 0.245211899 -0.362121661 0.848645559 -0.130491369 0 0 1 0 0 0 1 2
0.834165112 -0.949469941 0.374183059 0.187038415 -0.435299728 -0.260695041 0.073242228 0 1 0 0 0 0 1 2
0.025952602 -0.462267004 1.12269888 0.362717703 -0.398710695 -0.260695041 0.684443022 0 0 0 1 0 0 1 2
0.564760942 -0.550849356 1.197550463 0.550680635 -0.508477794 0.848645559 0.378842625 0 0 1 0 0 0 1 2
0.385158162 -0.329393476 0.598737806 0.428539494 -0.471888761 -0.260695041 0.786309821 0 0 0 1 0 0 1 2
1.283172062 -0.240811124 0.74844097 0.602828182 -0.398710695 0.848645559 -0.130491369 0 1 0 0 0 0 1 2
0.385158162 -0.772305237 1.12269888 0.343481053 -0.435299728 -0.260695041 0.378842625 0 0 0 1 0 0 1 2
0.205555382 -0.329393476 0.898144134 0.36364477 -0.362121661 0.848645559 1.295643816 0 1 0 0 0 0 1 2
0.115753992 -0.816596413 0.074776731 0.058639568 -0.471888761 0.848645559 0.276975826 0 0 0 1 0 0 1 2
1.193370672 -0.373684652 0.224479895 0.447776145 -0.435299728 -0.260695041 1.499377413 0 1 0 0 0 0 1 2
1.103569282 -0.772305237 0.449034641 0.422050022 -0.545066827 0.848645559 0.073242228 0 0 0 1 0 0 1 2
0.744363722 -0.816596413 0.823292552 0.262130881 -0.362121661 0.848645559 0.276975826 0 0 1 0 0 0 1 2
1.103569282 -0.550849356 1.197550463 0.515915605 -0.362121661 0.848645559 -0.02862457 0 0 0 1 0 0 1 2
1.103569282 -0.683722885 0.299331477 0.390066194 -0.508477794 0.848645559 1.397510615 0 0 0 1 0 0 1 2
1.103569282 -0.860887589 0.823292552 0.280208697 -0.325532628 -0.260695041 1.091910218 0 0 0 1 0 0 1 2
0.834165112 -0.417975828 -7.49e-05 0.276963961 -0.398710695 -0.260695041 0.276975826 0 0 0 1 0 0 1 2
0.564760942 -0.860887589 0.299331477 0.211605703 -0.508477794 0.848645559 0.276975826 0 0 1 0 0 0 1 2
-0.063848788 -0.50655818 1.047847298 0.472343433 -0.58165586 -0.260695041 -0.130491369 0 1 0 0 0 0 1 2
0.205555382 -0.816596413 1.12269888 0.259813212 -0.398710695 -0.260695041 0.684443022 0 1 0 0 0 0 1 2
0.385158162 -0.949469941 0.149628313 0.047978292 -0.435299728 -0.260695041 1.193777017 0 0 1 0 0 0 1 2
0.205555382 -0.772305237 0.449034641 0.241271862 -0.545066827 -0.260695041 0.276975826 0 0 1 0 0 0 1 2
0.474959552 -0.417975828 -7.49e-05 0.115885985 -0.288943595 0.848645559 1.091910218 0 0 0 1 0 0 1 2
0.295356772 -0.949469941 1.047847298 0.300835948 -0.508477794 0.848645559 0.582576223 0 0 1 0 0 0 1 2
-0.153650178 -0.728014061 1.12269888 0.163398194 -0.325532628 0.848645559 1.193777017 0 1 0 0 0 0 1 2
0.025952602 -0.639431709 0.299331477 0.134890868 -0.435299728 -0.260695041 1.295643816 0 0 1 0 0 0 1 2
-0.063848788 -0.816596413 0.598737806 0.263521482 -0.618244894 -0.260695041 0.88817662 0 1 0 0 0 0 1 2
-0.063848788 -0.772305237 0.299331477 0.179390108 -0.58165586 -0.260695041 0.88817662 0 0 1 0 0 0 1 2
0.115753992 -0.550849356 1.047847298 0.23107412 -0.288943595 -0.260695041 -0.334224967 0 0 0 1 0 1 0 5
0.564760942 -0.993761117 0.449034641 0.193759654 -0.508477794 0.848645559 0.786309821 0 1 0 0 0 0 1 2
0.385158162 -0.993761117 0.074776731 0.124461359 -0.58165586 -0.260695041 1.295643816 0 0 1 0 0 0 1 2
1.103569282 -0.860887589 1.12269888 0.548594734 -0.545066827 0.848645559 0.378842625 0 0 1 0 0 0 1 2
0.834165112 -0.772305237 -7.49e-05 0.289247605 -0.58165586 0.848645559 0.073242228 0 0 0 1 0 0 1 2
-0.063848788 -0.905178765 0.449034641 0.161080525 -0.58165586 -0.260695041 0.582576223 0 0 1 0 0 0 1 2
0.474959552 -0.462267004 1.12269888 0.550680635 -0.508477794 0.848645559 -0.130491369 0 1 0 0 0 0 1 2
1.193370672 -0.816596413 0.898144134 0.563891347 -0.58165586 -0.260695041 1.193777017 0 1 0 0 0 0 1 2
0.654562332 -0.683722885 0.74844097 0.279049862 -0.362121661 0.848645559 0.378842625 0 0 1 0 0 0 1 2
1.013767892 -0.728014061 0.449034641 0.198163224 -0.288943595 0.848645559 0.480709424 0 0 0 1 0 0 1 2
1.103569282 -0.595140532 1.12269888 0.622064832 -0.508477794 -0.260695041 0.378842625 0 0 0 1 0 0 1 2
1.013767892 -0.683722885 0.823292552 0.497142488 -0.508477794 -0.260695041 -0.334224967 0 0 0 1 0 1 0 5
0.834165112 -0.772305237 1.12269888 0.296895911 -0.288943595 -0.260695041 0.990043419 0 0 0 1 0 0 1 2
0.205555382 -0.373684652 -7.49e-05 0.29550531 -0.545066827 -0.260695041 -0.130491369 0 1 0 0 0 0 1 2
0.295356772 -0.816596413 0.74844097 0.130023764 -0.325532628 -0.260695041 1.295643816 0 0 1 0 0 0 1 2
0.564760942 -0.373684652 0.074776731 0.228292918 -0.362121661 -0.260695041 0.175109027 0 0 1 0 0 0 1 2
1.103569282 -0.728014061 0.374183059 0.358082365 -0.471888761 -0.260695041 0.786309821 0 1 0 0 0 0 1 2
1.013767892 -0.639431709 1.197550463 0.360863568 -0.252354562 -0.260695041 1.091910218 0 0 1 0 0 0 1 2
1.283172062 -0.860887589 0.823292552 0.446153777 -0.471888761 -0.260695041 -0.130491369 0 1 0 0 0 0 1 2
1.013767892 -0.949469941 0.149628313 0.07996212 -0.325532628 -0.260695041 1.499377413 0 0 0 1 0 0 1 2
0.923966502 -0.2851023 0.673589388 0.395628599 -0.288943595 -0.260695041 1.397510615 0 1 0 0 0 0 1 2
0.474959552 -0.550849356 0.523886223 0.308716022 -0.435299728 -0.260695041 0.175109027 0 0 1 0 0 0 1 2
0.295356772 -0.683722885 0.299331477 0.050064194 -0.288943595 -0.260695041 0.378842625 0 1 0 0 0 0 1 2
1.193370672 -0.329393476 0.823292552 0.639910881 -0.471888761 -0.260695041 0.582576223 0 0 1 0 0 0 1 2
0.295356772 -0.772305237 0.673589388 0.344176353 -0.58165586 -0.260695041 0.582576223 0 1 0 0 0 0 1 2
-0.063848788 -0.2851023 0.823292552 0.247529568 -0.288943595 -0.260695041 1.295643816 0 1 0 0 0 0 1 2
-0.063848788 -0.417975828 0.374183059 0.313583126 -0.545066827 -0.260695041 0.378842625 0 0 1 0 0 0 1 2
0.564760942 -0.50655818 0.074776731 0.39331093 -0.618244894 -0.260695041 1.091910218 0 0 1 0 0 0 1 2
1.103569282 -0.373684652 0.74844097 0.657061629 -0.545066827 -0.260695041 1.397510615 0 0 0 1 0 0 1 2
1.193370672 -0.240811124 0.74844097 0.693449028 -0.508477794 -0.260695041 0.276975826 0 0 1 0 0 0 1 2
0.025952602 -0.462267004 0.523886223 0.318681997 -0.508477794 -0.260695041 0.88817662 0 1 0 0 0 0 1 2
1.013767892 -0.860887589 0.523886223 0.38589439 -0.545066827 -0.260695041 0.175109027 0 0 0 1 0 0 1 2
-0.063848788 -0.993761117 0.449034641 0.06883731 -0.508477794 -0.260695041 0.582576223 0 0 0 1 0 0 1 2
0.385158162 -0.683722885 0.299331477 0.307557188 -0.58165586 -0.260695041 0.378842625 0 1 0 0 0 0 1 2
1.283172062 -0.417975828 1.197550463 0.600510513 -0.362121661 -0.260695041 -0.02862457 0 1 0 0 0 0 1 2
0.834165112 -0.993761117 0.224479895 0.193759654 -0.508477794 -0.260695041 1.397510615 0 1 0 0 0 0 1 2
1.103569282 -0.240811124 0.898144134 0.458205654 -0.252354562 -0.260695041 0.990043419 0 0 1 0 0 0 1 2
0.474959552 -0.462267004 0.374183059 0.245211899 -0.362121661 -0.260695041 0.786309821 0 0 1 0 0 0 1 2
0.834165112 -0.993761117 0.972995716 0.340468083 -0.471888761 -0.260695041 1.397510615 0 0 1 0 0 0 1 2
0.564760942 -0.595140532 0.972995716 0.479296439 -0.508477794 -0.260695041 0.276975826 0 1 0 0 0 0 1 2
0.115753992 -0.462267004 0.374183059 0.239185961 -0.435299728 -0.260695041 0.684443022 0 0 1 0 0 0 1 2
0.295356772 -0.550849356 -7.49e-05 0.122607224 -0.398710695 -0.260695041 1.091910218 0 1 0 0 0 0 1 2
1.103569282 -0.949469941 0.598737806 0.38589439 -0.545066827 -0.260695041 0.276975826 0 1 0 0 0 0 1 2
0.564760942 -0.550849356 0.074776731 0.313583126 -0.545066827 -0.260695041 0.990043419 0 0 1 0 0 0 1 2
0.115753992 -0.417975828 0.898144134 0.378246083 -0.435299728 -0.260695041 0.990043419 1 0 0 1 0 0 1 2
1.103569282 -0.993761117 0.374183059 0.130023764 -0.325532628 -0.260695041 0.582576223 0 0 0 1 0 0 1 2
1.013767892 -0.373684652 0.449034641 0.532834586 -0.508477794 -0.260695041 -0.232358168 0 0 0 1 0 0 1 2
-0.153650178 -0.728014061 0.449034641 0.04218412 -0.362121661 -0.260695041 -0.130491369 0 1 0 0 0 0 1 2
0.205555382 -0.550849356 0.74844097 0.245211899 -0.362121661 -0.260695041 -0.334224967 0 0 0 1 0 1 0 5
1.283172062 -0.373684652 0.673589388 0.498996623 -0.362121661 -0.260695041 1.397510615 0 0 1 0 0 0 1 2
0.474959552 -0.860887589 0.823292552 0.256568476 -0.435299728 -0.260695041 0.684443022 0 1 0 0 0 0 1 2
1.283172062 -0.905178765 1.047847298 0.380563752 -0.362121661 -0.260695041 -0.02862457 0 0 0 1 0 0 1 2
0.474959552 -0.50655818 0.598737806 0.311265457 -0.398710695 -0.260695041 0.582576223 0 0 0 1 0 0 1 2
1.283172062 -0.417975828 0.299331477 0.532834586 -0.508477794 -0.260695041 1.295643816 0 1 0 0 0 0 1 2
0.385158162 -0.50655818 0.299331477 0.380795519 -0.58165586 -0.260695041 0.582576223 0 0 1 0 0 0 1 2
1.283172062 -0.50655818 0.074776731 0.443604341 -0.508477794 -0.260695041 0.684443022 0 1 0 0 0 0 1 2
0.025952602 -0.816596413 0.449034641 0.244980132 -0.618244894 -0.260695041 0.990043419 0 0 0 1 0 0 1 2
0.834165112 -0.240811124 0.823292552 0.71036801 -0.58165586 -0.260695041 1.193777017 0 0 1 0 0 0 1 2
1.283172062 -0.772305237 0.598737806 0.395628599 -0.435299728 -0.260695041 1.397510615 0 0 0 1 0 0 1 2
-0.063848788 -0.993761117 0.972995716 0.105456476 -0.398710695 -0.260695041 -0.130491369 0 0 1 0 0 0 1 2
1.103569282 -0.329393476 -7.49e-05 0.362717703 -0.398710695 -0.260695041 1.091910218 0 1 0 0 0 0 1 2
0.295356772 -0.550849356 1.197550463 0.330270341 -0.325532628 -0.260695041 0.378842625 0 0 0 1 0 0 1 2
1.013767892 -0.240811124 0.449034641 0.413706415 -0.325532628 -0.260695041 0.480709424 0 0 1 0 0 0 1 2
0.564760942 -0.816596413 0.299331477 0.259349678 -0.545066827 -0.260695041 0.786309821 0 0 1 0 0 0 1 2
0.834165112 -0.772305237 0.449034641 0.430393629 -0.618244894 -0.260695041 0.073242228 0 0 0 1 0 0 1 2
1.283172062 -0.240811124 1.197550463 0.931010071 -0.618244894 -0.260695041 0.378842625 0 0 1 0 0 0 1 2
1.013767892 -0.373684652 1.047847298 0.532834586 -0.362121661 -0.260695041 -0.334224967 0 0 0 1 0 1 0 5
0.385158162 -0.550849356 1.12269888 0.463768059 -0.471888761 -0.260695041 0.175109027 0 0 1 0 0 0 1 2
0.115753992 -0.50655818 0.673589388 0.165252329 -0.288943595 -0.260695041 -0.02862457 0 0 0 1 0 0 1 2
0.474959552 -0.2851023 1.047847298 0.430393629 -0.325532628 -0.260695041 0.175109027 0 0 0 1 0 0 1 2
0.385158162 -0.329393476 -7.49e-05 0.41185228 -0.618244894 -0.260695041 0.378842625 0 1 0 0 0 0 1 2
0.295356772 -0.595140532 0.898144134 0.214618672 -0.288943595 -0.260695041 1.295643816 0 1 0 0 0 0 1 2
0.385158162 -0.50655818 0.374183059 0.367816574 -0.545066827 -0.260695041 0.684443022 0 0 0 1 0 0 1 2
0.834165112 -0.240811124 0.374183059 0.532834586 -0.508477794 -0.260695041 0.990043419 0 0 0 1 0 0 1 2
0.474959552 -0.50655818 1.047847298 0.279745163 -0.252354562 -0.260695041 -0.232358168 0 1 0 0 0 0 1 2
0.385158162 -0.816596413 0.598737806 0.23478239 -0.471888761 -0.260695041 1.499377413 0 1 0 0 0 0 1 2
0.115753992 -0.2851023 0.074776731 0.331660942 -0.545066827 0.848645559 1.499377413 0 0 0 1 0 0 1 2
1.103569282 -0.550849356 0.374183059 0.527272181 -0.58165586 -0.260695041 0.175109027 0 0 1 0 0 0 1 2
0.834165112 -0.905178765 -7.49e-05 0.234318856 -0.58165586 0.848645559 -0.130491369 0 0 1 0 0 0 1 2
0.385158162 -0.329393476 0.673589388 0.512439102 -0.545066827 0.848645559 -0.232358168 0 1 0 0 0 0 1 2
0.923966502 -0.329393476 0.74844097 0.46515866 -0.362121661 0.848645559 -0.130491369 0 1 0 0 0 0 1 2
0.295356772 -0.728014061 0.823292552 0.273950991 -0.435299728 0.848645559 0.990043419 0 0 0 1 0 0 1 2
0.564760942 -0.417975828 0.299331477 0.326098537 -0.435299728 0.848645559 0.88817662 0 0 1 0 0 0 1 2
0.474959552 -0.772305237 0.823292552 0.291333507 -0.435299728 0.848645559 1.091910218 0 0 1 0 0 0 1 2
1.103569282 -0.2851023 0.74844097 0.515915605 -0.362121661 0.848645559 0.582576223 0 0 0 1 0 0 1 2
0.385158162 -0.905178765 0.449034641 0.252628439 -0.58165586 0.848645559 0.073242228 0 0 0 1 0 0 1 2
1.283172062 -0.683722885 1.12269888 0.622064832 -0.508477794 0.848645559 -0.232358168 0 0 1 0 0 0 1 2
1.013767892 -0.417975828 0.374183059 0.563891347 -0.58165586 -0.260695041 1.091910218 0 0 0 1 0 0 1 2
1.193370672 -0.550849356 0.523886223 0.514988537 -0.508477794 -0.260695041 0.073242228 0 1 0 0 0 0 1 2
0.564760942 -0.772305237 0.972995716 0.279049862 -0.362121661 0.848645559 0.582576223 0 1 0 0 0 0 1 2
0.923966502 -0.240811124 0.823292552 0.480455273 -0.325532628 -0.260695041 1.397510615 0 1 0 0 0 0 1 2
1.013767892 -0.329393476 0.074776731 0.329806807 -0.362121661 0.848645559 0.480709424 0 1 0 0 0 0 1 2
1.283172062 -0.2851023 0.673589388 0.568526685 -0.398710695 -0.260695041 1.091910218 0 1 0 0 0 0 1 2
0.295356772 -0.905178765 0.74844097 0.156908721 -0.398710695 -0.260695041 0.480709424 0 0 1 0 0 0 1 2
0.295356772 -0.905178765 0.523886223 0.252628439 -0.58165586 0.848645559 1.295643816 0 1 0 0 0 0 1 2
0.654562332 -0.728014061 0.224479895 0.32586677 -0.58165586 -0.260695041 1.091910218 0 1 0 0 0 0 1 2
1.283172062 -0.2851023 0.449034641 0.412084046 -0.288943595 0.848645559 0.276975826 0 0 0 1 0 0 1 2
0.834165112 -0.417975828 0.374183059 0.23107412 -0.252354562 -0.260695041 1.397510615 0 1 0 0 0 0 1 2
1.283172062 -0.683722885 0.299331477 0.39331093 -0.471888761 -0.260695041 1.499377413 0 1 0 0 0 0 1 2
1.103569282 -0.462267004 0.523886223 0.532834586 -0.508477794 0.848645559 -0.334224967 0 0 0 1 0 1 0 5
0.834165112 -0.816596413 0.074776731 0.139757973 -0.398710695 -0.260695041 0.480709424 0 0 1 0 0 0 1 2
0.295356772 -0.550849356 1.197550463 0.497142488 -0.508477794 0.848645559 0.88817662 0 0 0 1 0 0 1 2
1.013767892 -0.329393476 0.074776731 0.428539494 -0.471888761 -0.260695041 0.378842625 0 1 0 0 0 0 1 2
0.295356772 -0.949469941 1.197550463 0.430393629 -0.618244894 0.848645559 0.480709424 0 0 1 0 0 0 1 2
0.474959552 -0.373684652 0.972995716 0.346262255 -0.288943595 -0.260695041 0.378842625 0 0 0 1 0 0 1 2
0.205555382 -0.816596413 0.149628313 -0.020161168 -0.325532628 0.848645559 0.990043419 0 0 0 1 0 0 1 2
-0.512855738 1.929456502 -1.422254912 -1.530354101 1.760042263 -1.370035642 1.397510615 0 0 1 0 0 0 1 6
-0.602657128 1.486544742 -1.197700166 -1.420960138 1.61368613 -0.260695041 0.175109027 0 0 1 0 0 0 1 6
-1.231266858 1.265088861 -1.122848584 -1.564655598 1.72345323 -1.370035642 1.397510615 0 0 1 0 0 0 1 6
-1.141465468 1.663709446 -1.197700166 -1.734308948 1.942987429 -0.260695041 0.480709424 0 0 1 0 0 0 1 6
-1.141465468 1.442253565 -1.047997001 -1.641833966 1.833220329 -0.260695041 -0.537958565 0 0 1 0 0 1 0 6
-0.782259908 1.663709446 -1.197700166 -1.412152997 1.61368613 -0.260695041 1.499377413 0 0 1 0 0 0 1 6
-1.321068248 1.885165326 -1.422254912 -1.565119132 1.760042263 -1.370035642 0.276975826 0 0 1 0 0 0 1 6
-0.512855738 1.353671213 -1.197700166 -1.734308948 1.942987429 -1.370035642 1.295643816 0 0 1 0 0 0 1 6
-1.141465468 1.796582974 -1.497106494 -1.669414224 1.869809363 -0.260695041 0.582576223 0 0 1 0 0 0 1 6
-0.961862688 1.575127094 -1.34740333 -1.605446568 1.796631296 -0.260695041 1.295643816 0 0 1 0 0 0 1 6
-1.141465468 1.575127094 -1.34740333 -1.579025144 1.760042263 -1.370035642 -0.334224967 0 0 1 0 0 1 0 6
-0.961862688 1.61941827 -1.122848584 -1.62676912 1.833220329 -1.370035642 0.88817662 0 0 1 0 0 0 1 6
-0.512855738 1.796582974 -1.497106494 -1.649945807 1.869809363 -1.370035642 -0.945425761 0 0 1 0 0 1 0 6
-1.231266858 1.708000622 -1.197700166 -1.565119132 1.760042263 -1.370035642 -0.537958565 0 0 1 0 0 1 0 6
-1.051664078 1.752291798 -1.272551748 -1.558166126 1.760042263 -1.370035642 0.480709424 0 0 1 0 0 0 1 6
-0.602657128 1.708000622 -1.122848584 -1.430230813 1.650275164 -1.370035642 1.499377413 0 0 1 0 0 0 1 6
-0.782259908 1.530835918 -1.497106494 -1.542405979 1.72345323 -1.370035642 0.582576223 0 0 1 0 0 0 1 6
-1.410869638 1.61941827 -1.497106494 -1.656898813 1.833220329 -0.260695041 0.378842625 0 0 1 0 0 0 1 6
-1.141465468 1.220797685 -1.422254912 -1.579488678 1.72345323 -1.370035642 0.684443022 0 0 1 0 0 0 1 6
-1.051664078 1.663709446 -1.047997001 -1.416556568 1.61368613 -0.260695041 -0.741692163 0 0 0 1 0 1 0 6
-0.872061298 1.575127094 -1.047997001 -1.658289414 1.869809363 -1.370035642 0.786309821 0 1 0 0 0 0 1 6
-1.141465468 1.353671213 -1.422254912 -1.757485635 1.942987429 -1.370035642 0.582576223 0 1 0 0 0 0 1 6
-1.231266858 1.663709446 -1.272551748 -1.672195427 1.869809363 -1.370035642 0.990043419 0 0 1 0 0 0 1 6
-0.512855738 1.486544742 -1.497106494 -1.501383242 1.686864197 -1.370035642 1.499377413 1 0 1 0 0 0 1 6
-0.961862688 1.708000622 -1.497106494 -1.568595635 1.760042263 -0.260695041 0.480709424 0 0 1 0 0 0 1 6
-0.692458518 1.353671213 -1.122848584 -1.568595635 1.760042263 -1.370035642 1.397510615 0 0 1 0 0 0 1 6
-1.410869638 1.530835918 -1.34740333 -1.5289635 1.686864197 -0.260695041 0.786309821 0 0 1 0 0 0 1 6
-1.231266858 1.220797685 -1.122848584 -1.662924752 1.833220329 -1.370035642 1.295643816 0 0 1 0 0 0 1 6
-0.512855738 1.309380037 -1.34740333 -1.741261954 1.942987429 -1.370035642 0.175109027 0 0 1 0 0 0 1 6
-0.782259908 1.708000622 -1.422254912 -1.420960138 1.61368613 -1.370035642 -0.334224967 0 0 1 0 0 1 0 6
-0.602657128 1.752291798 -1.272551748 -1.505323279 1.72345323 -1.370035642 0.073242228 0 0 1 0 0 0 1 6
-1.410869638 1.796582974 -1.422254912 -1.542405979 1.72345323 -1.370035642 0.480709424 0 0 1 0 0 0 1 6
-0.961862688 1.885165326 -1.34740333 -1.442746224 1.650275164 -1.370035642 -0.945425761 0 0 1 0 0 1 0 6
-0.512855738 1.265088861 -1.422254912 -1.745897292 1.942987429 -0.260695041 1.499377413 0 0 1 0 0 0 1 6
-0.872061298 1.752291798 -1.047997001 -1.363481954 1.577097097 -1.370035642 0.88817662 0 0 1 0 0 0 1 6
-1.141465468 1.530835918 -1.34740333 -1.647859905 1.833220329 -1.370035642 -0.130491369 0 0 1 0 0 0 1 6
-0.961862688 1.84087415 -1.34740333 -1.516448089 1.72345323 -1.370035642 1.091910218 0 0 1 0 0 0 1 6
-1.141465468 1.663709446 -1.34740333 -1.605446568 1.796631296 -1.370035642 0.684443022 0 0 1 0 0 0 1 6
-1.410869638 1.309380037 -1.497106494 -1.708351058 1.869809363 -1.370035642 -0.334224967 0 0 1 0 0 1 0 6
-0.782259908 1.929456502 -1.422254912 -1.540783611 1.760042263 -0.260695041 -0.945425761 0 0 1 0 0 1 0 6
-1.051664078 1.973747678 -1.047997001 -1.602665365 1.833220329 -1.370035642 -0.232358168 0 0 1 0 0 0 1 6
-0.512855738 1.486544742 -1.047997001 -1.617730212 1.833220329 -1.370035642 1.295643816 0 0 1 0 0 0 1 6
-0.961862688 1.575127094 -1.197700166 -1.429767279 1.61368613 -0.260695041 -0.945425761 0 0 1 0 0 1 0 6
-0.872061298 1.663709446 -1.272551748 -1.420960138 1.61368613 -1.370035642 0.378842625 0 0 1 0 0 0 1 6
-0.512855738 1.220797685 -1.497106494 -1.525023463 1.686864197 -1.370035642 0.88817662 0 0 1 0 0 0 1 6
-0.512855738 1.973747678 -1.422254912 -1.599652396 1.833220329 -1.370035642 -0.741692163 0 0 1 0 0 1 0 6
-0.782259908 1.973747678 -1.047997001 -1.519924592 1.760042263 -1.370035642 0.378842625 0 0 1 0 0 0 1 6
-1.141465468 1.486544742 -1.34740333 -1.456188703 1.61368613 -1.370035642 -0.232358168 0 0 1 0 0 0 1 6
-1.231266858 1.442253565 -1.497106494 -1.599884163 1.760042263 -1.370035642 0.786309821 0 0 1 0 0 0 1 6
-0.872061298 1.265088861 -1.122848584 -1.484464261 1.650275164 -1.370035642 -0.843558962 0 0 1 0 0 1 0 6
-1.321068248 1.796582974 -1.122848584 -1.455261635 1.650275164 -1.370035642 0.073242228 0 0 1 0 0 0 1 6
-1.051664078 1.353671213 -1.047997001 -1.447381561 1.61368613 -1.370035642 1.295643816 0 0 1 0 0 0 1 6
-1.321068248 1.397962389 -1.422254912 -1.728514776 1.906398396 -1.370035642 0.582576223 0 0 1 0 0 0 1 6
-1.410869638 1.84087415 -1.34740333 -1.467777046 1.650275164 -1.370035642 -0.741692163 0 0 1 0 0 1 0 6
-0.602657128 1.353671213 -1.122848584 -1.531281169 1.72345323 -0.260695041 -0.639825364 0 1 0 0 0 1 0 6
-0.782259908 1.973747678 -1.272551748 -1.421887206 1.650275164 -1.370035642 0.990043419 0 0 0 1 0 0 1 6
