"Kitchen" "Laundry" "AirSystem" "DayUsage" "NightUsage" "Calls" "Age" "Payment" "Region1" "Region2" "Region3" "X15oMenos" "X16_30" "X31_Mas" "kmm$cluster"
0.115753992 -0.683722885 0.074776731 0.628786071 -1.130491358 -0.260695041 -1.556626554 0 1 0 0 0 1 0 5
0.205555382 -0.417975828 0.523886223 0.816749004 -1.020724259 -0.260695041 -1.251026158 0 0 1 0 0 1 0 5
0.834165112 -0.728014061 0.224479895 0.701560869 -0.984135225 -0.260695041 -0.639825364 0 0 1 0 0 1 0 5
0.654562332 -0.240811124 0.224479895 0.856381139 -0.947546192 -0.260695041 -1.96409375 0 1 0 0 1 0 0 5
0.295356772 -0.550849356 0.224479895 0.508035531 -0.80119006 -0.260695041 -1.658493353 0 0 1 0 0 1 0 5
0.295356772 -0.373684652 0.598737806 0.750231912 -0.874368126 -0.260695041 -2.065960549 0 0 1 0 1 0 0 5
0.474959552 -0.816596413 0.449034641 0.488335347 -0.80119006 -0.260695041 -2.167827348 0 1 0 0 1 0 0 5
0.654562332 -0.860887589 0.898144134 0.72149282 -0.910957159 -0.260695041 -1.149159359 0 0 1 0 0 1 0 5
0.564760942 -0.373684652 0.523886223 0.988024721 -1.093902325 -0.260695041 -0.741692163 0 0 0 1 0 1 0 5
1.013767892 -0.417975828 0.224479895 0.92220293 -1.020724259 -0.260695041 -1.96409375 0 1 0 0 1 0 0 5
0.744363722 -0.639431709 0.972995716 1.064507789 -1.130491358 -0.260695041 -1.04729256 0 0 1 0 0 1 0 5
0.654562332 -0.417975828 0.972995716 1.083049139 -1.057313292 -0.260695041 -0.436091766 0 0 0 1 0 1 0 5
0.115753992 -0.905178765 0.374183059 0.378941384 -0.837779093 -0.260695041 -1.352892957 0 0 1 0 0 1 0 5
0.564760942 -0.240811124 0.074776731 0.730068194 -0.874368126 -0.260695041 -1.96409375 0 0 1 0 1 0 0 5
0.834165112 -0.728014061 0.74844097 0.750231912 -0.874368126 -0.260695041 -0.537958565 0 0 1 0 0 1 0 5
1.193370672 -0.329393476 0.074776731 0.964384501 -1.020724259 -0.260695041 -1.862226951 0 0 0 1 1 0 0 5
-0.063848788 -0.595140532 0.074776731 0.456351519 -0.910957159 -0.260695041 -1.658493353 0 1 0 0 0 1 0 5
0.474959552 -0.595140532 0.224479895 0.619515396 -0.910957159 -0.260695041 -2.167827348 0 0 1 0 1 0 0 5
0.205555382 -0.595140532 0.523886223 0.79403585 -1.093902325 -0.260695041 -1.96409375 0 0 1 0 1 0 0 5
0.474959552 -0.550849356 0.299331477 0.84664693 -1.130491358 -0.260695041 -1.760360152 0 0 0 1 0 1 0 5
0.385158162 -0.50655818 0.449034641 0.764137924 -0.984135225 -0.260695041 -1.251026158 0 1 0 0 0 1 0 5
0.923966502 -0.329393476 0.224479895 0.87700839 -0.947546192 -0.260695041 -0.741692163 0 0 0 1 0 1 0 5
0.385158162 -0.683722885 0.74844097 0.66957704 -0.874368126 -0.260695041 -0.537958565 0 0 1 0 0 1 0 5
0.564760942 -0.860887589 0.673589388 0.763210856 -1.057313292 -0.260695041 -0.741692163 0 0 1 0 0 1 0 5
0.654562332 -0.905178765 0.224479895 0.546972366 -0.947546192 -0.260695041 -0.843558962 0 1 0 0 0 1 0 5
0.025952602 -0.462267004 1.12269888 0.955113826 -1.057313292 -0.260695041 -1.862226951 0 0 0 1 1 0 0 5
0.474959552 -0.816596413 0.149628313 0.526345114 -0.947546192 -0.260695041 -0.639825364 0 1 0 0 0 1 0 5
0.385158162 -0.329393476 0.074776731 0.68070185 -0.910957159 -0.260695041 -0.436091766 0 0 0 1 0 1 0 5
-0.153650178 -0.240811124 0.898144134 0.988024721 -1.093902325 -0.260695041 -1.760360152 0 0 0 1 0 1 0 5
0.474959552 -0.50655818 0.598737806 0.794499384 -0.947546192 -0.260695041 -1.454759756 0 0 0 1 0 1 0 5
-0.063848788 -0.949469941 -7.49e-05 0.326098537 -0.984135225 -0.260695041 -1.658493353 0 1 0 0 0 1 0 5
-0.153650178 -0.949469941 1.197550463 0.638983813 -0.984135225 -0.260695041 -1.251026158 0 0 1 0 0 1 0 5
0.744363722 -0.417975828 0.224479895 0.826714979 -0.984135225 -0.260695041 -1.862226951 0 0 1 0 1 0 0 5
1.283172062 -0.595140532 0.523886223 1.119900071 -1.167080391 -0.260695041 -1.658493353 0 0 1 0 0 1 0 5
0.295356772 -0.905178765 1.197550463 0.638056746 -0.837779093 -0.260695041 -0.537958565 0 0 0 1 0 1 0 5
0.564760942 -0.373684652 -7.49e-05 0.68070185 -0.910957159 -0.260695041 -1.556626554 0 0 0 1 0 1 0 5
0.744363722 -0.816596413 0.74844097 0.880253126 -1.093902325 -0.260695041 -1.96409375 0 0 1 0 1 0 0 5
0.564760942 -0.949469941 0.449034641 0.597265777 -0.984135225 -0.260695041 -1.862226951 0 0 1 0 1 0 0 5
0.564760942 -0.417975828 0.449034641 0.685337188 -0.80119006 -0.260695041 -1.658493353 0 0 0 1 0 1 0 5
0.744363722 -0.993761117 0.598737806 0.599119912 -0.910957159 -0.260695041 -0.537958565 0 0 0 1 0 1 0 5
0.923966502 -0.240811124 0.823292552 0.976899912 -0.837779093 -0.260695041 -1.658493353 0 1 0 0 0 1 0 5
0.385158162 -0.728014061 0.972995716 0.709904476 -0.874368126 -0.260695041 -1.04729256 0 1 0 0 0 1 0 5
0.295356772 -0.949469941 0.374183059 0.628786071 -1.130491358 -0.260695041 -1.658493353 0 1 0 0 0 1 0 5
0.564760942 -0.728014061 1.047847298 1.03182866 -1.167080391 -0.260695041 -0.945425761 0 0 0 1 0 1 0 5
0.923966502 -0.550849356 0.224479895 0.677920648 -0.837779093 -0.260695041 -1.760360152 0 0 0 1 0 1 0 5
0.744363722 -0.683722885 0.299331477 0.660306366 -0.910957159 -0.260695041 -1.454759756 0 1 0 0 0 1 0 5
0.115753992 -0.2851023 1.047847298 1.141917924 -1.167080391 -0.260695041 -1.454759756 0 1 0 0 0 1 0 5
-0.153650178 -0.50655818 0.224479895 0.429234795 -0.80119006 -0.260695041 -1.454759756 0 1 0 0 0 1 0 5
1.103569282 -0.860887589 0.149628313 0.772481531 -1.093902325 0.848645559 -1.251026158 0 1 0 0 0 1 0 5
0.654562332 -0.550849356 0.972995716 1.019081482 -1.057313292 -0.260695041 -1.149159359 0 1 0 0 0 1 0 5
-0.063848788 -0.50655818 0.673589388 0.691363126 -0.947546192 0.848645559 -0.741692163 0 0 1 0 0 1 0 5
-0.063848788 -0.2851023 0.449034641 0.732617629 -0.947546192 0.848645559 -2.167827348 0 0 1 0 1 0 0 5
0.923966502 -0.860887589 0.972995716 0.933791274 -1.057313292 -0.260695041 -0.537958565 0 0 1 0 0 1 0 5
0.654562332 -0.683722885 0.299331477 0.639910881 -0.910957159 0.848645559 -1.149159359 0 0 1 0 0 1 0 5
0.025952602 -0.595140532 0.149628313 0.55554774 -0.984135225 -0.260695041 -1.658493353 0 0 0 1 0 1 0 5
0.923966502 -0.329393476 0.449034641 0.905052182 -0.910957159 -0.260695041 -2.167827348 0 0 0 1 1 0 0 5
0.923966502 -0.905178765 1.197550463 0.810723065 -0.874368126 0.848645559 -2.065960549 0 0 0 1 1 0 0 5
0.744363722 -0.905178765 0.598737806 0.639910881 -0.910957159 -0.260695041 -1.556626554 0 0 0 1 0 1 0 5
0.654562332 -0.417975828 0.823292552 0.837376255 -0.837779093 -0.260695041 -0.436091766 0 1 0 0 0 1 0 5
0.474959552 -0.417975828 0.972995716 0.938890145 -0.947546192 0.848645559 -1.556626554 0 1 0 0 0 1 0 5
0.474959552 -0.728014061 0.149628313 0.656598096 -1.057313292 -0.260695041 -1.96409375 0 0 1 0 1 0 0 5
0.474959552 -0.860887589 0.898144134 0.899721544 -1.167080391 0.848645559 -2.065960549 0 0 1 0 1 0 0 5
1.193370672 -0.993761117 0.224479895 0.538396991 -0.837779093 0.848645559 -1.96409375 0 0 0 1 1 0 0 5
1.193370672 -0.949469941 0.823292552 0.815126636 -0.947546192 -0.260695041 -0.741692163 0 0 0 1 0 1 0 5
0.025952602 -0.949469941 1.047847298 0.669113507 -1.020724259 -0.260695041 -0.436091766 0 0 1 0 0 1 0 5
-0.063848788 -0.905178765 0.74844097 0.701560869 -1.167080391 -0.260695041 -1.556626554 0 1 0 0 0 1 0 5
-0.063848788 -0.728014061 0.972995716 0.79403585 -1.093902325 -0.260695041 -0.639825364 0 0 1 0 0 1 0 5
0.115753992 -0.329393476 0.972995716 0.99775893 -1.057313292 0.848645559 -1.149159359 0 0 0 1 0 1 0 5
-0.063848788 -0.50655818 0.374183059 0.6992432 -1.057313292 0.848645559 -0.334224967 0 1 0 0 0 1 0 5
0.654562332 -0.240811124 0.149628313 0.770395629 -0.874368126 -0.260695041 -0.334224967 0 1 0 0 0 1 0 5
-0.153650178 -0.417975828 0.598737806 0.598192844 -0.837779093 0.848645559 -0.334224967 0 0 0 1 0 1 0 5
1.103569282 -0.107937596 1.047847298 0.763210856 -0.471888761 0.848645559 1.499377413 0 0 1 0 0 0 1 2
0.834165112 -0.107937596 1.871214702 1.021630918 -0.58165586 0.848645559 0.786309821 0 1 0 0 0 0 1 2
0.474959552 -0.772305237 0.972995716 0.326098537 -0.435299728 -0.260695041 -0.334224967 0 0 1 0 0 1 0 5
1.013767892 -0.905178765 0.523886223 0.430393629 -0.618244894 -0.260695041 -0.334224967 0 0 0 1 0 1 0 5
0.834165112 -0.905178765 0.374183059 0.052613629 -0.252354562 -0.260695041 -0.334224967 0 0 1 0 0 1 0 5
-0.153650178 -0.993761117 0.598737806 0.086683359 -0.508477794 -0.260695041 -0.334224967 0 0 1 0 0 1 0 5
0.385158162 -0.240811124 0.074776731 -1.564655598 1.72345323 0.848645559 1.499377413 0 0 1 0 0 0 1 4
1.911781792 -0.373684652 1.197550463 -1.341695868 1.61368613 1.95798616 0.786309821 0 0 1 0 0 0 1 4
0.205555382 -0.373684652 0.898144134 -1.641833966 1.833220329 1.95798616 0.175109027 0 1 0 0 0 0 1 4
0.834165112 -0.196519948 0.523886223 -1.554689623 1.760042263 1.95798616 1.091910218 1 0 1 0 0 0 1 4
2.091384572 -0.462267004 -7.49e-05 -1.412152997 1.61368613 1.95798616 -0.130491369 1 0 1 0 0 0 1 4
0.744363722 -0.550849356 0.374183059 -1.496979672 1.650275164 0.848645559 0.480709424 0 0 1 0 0 0 1 4
0.025952602 -0.417975828 0.598737806 -1.631404457 1.796631296 0.848645559 1.397510615 0 0 1 0 0 0 1 4
0.564760942 -0.329393476 -0.524035927 -1.684015537 1.833220329 1.95798616 1.295643816 1 0 1 0 0 0 1 4
1.642377622 -0.240811124 0.972995716 -1.54379658 1.796631296 1.95798616 -0.02862457 0 0 1 0 0 0 1 4
2.360788742 -0.550849356 -0.224629598 -1.661070617 1.869809363 1.95798616 1.295643816 0 0 1 0 0 0 1 4
1.462774842 -0.2851023 0.449034641 -1.718085267 1.942987429 1.95798616 -0.334224967 1 0 1 0 0 1 0 4
1.283172062 -0.240811124 0.972995716 -1.519924592 1.760042263 0.848645559 0.073242228 0 0 1 0 0 0 1 4
0.385158162 -0.50655818 -7.49e-05 -1.620743181 1.760042263 0.848645559 0.276975826 1 0 1 0 0 0 1 4
1.462774842 -0.50655818 0.299331477 -1.429767279 1.61368613 0.848645559 -0.232358168 0 0 1 0 0 0 1 4
1.732179012 -0.373684652 -0.374332762 -1.575548641 1.760042263 0.848645559 -0.334224967 0 0 1 0 0 1 0 4
0.025952602 -0.2851023 1.197550463 -1.459433439 1.650275164 1.95798616 0.073242228 1 0 0 1 0 0 1 4
2.001583182 -0.417975828 1.047847298 -1.426522543 1.686864197 1.95798616 -0.130491369 0 0 1 0 0 0 1 4
1.462774842 -0.50655818 -0.074926434 -1.713218163 1.906398396 0.848645559 1.499377413 1 0 1 0 0 0 1 4
2.270987352 -0.329393476 0.74844097 -1.652031709 1.906398396 1.95798616 1.295643816 1 0 1 0 0 0 1 4
0.385158162 -0.417975828 0.972995716 -1.43417085 1.61368613 0.848645559 -0.232358168 0 0 1 0 0 0 1 4
0.564760942 -0.550849356 -0.524035927 -1.526645831 1.61368613 0.848645559 0.175109027 0 0 1 0 0 0 1 4
0.834165112 -0.728014061 0.972995716 0.512439102 -0.545066827 -0.260695041 0.88817662 0 0 1 0 0 0 1 2
2.270987352 -0.683722885 1.946066284 1.094869249 -0.58165586 0.848645559 1.499377413 0 1 0 0 0 0 1 2
0.923966502 -0.728014061 0.299331477 0.336528046 -0.508477794 -0.260695041 0.378842625 0 0 1 0 0 0 1 2
